,Date,Symbols,High,Low,Open,Close,Volume,Adj_Close,Company_name
0,2014-07-14,^DJI,17088.4296875,16950.9296875,16950.9296875,17055.419921875,60570000,17055.419921875,Dow Jones Industrial Average
1,2014-07-15,^DJI,17120.33984375,17006.390625,17055.029296875,17060.6796875,101730000,17060.6796875,Dow Jones Industrial Average
2,2014-07-16,^DJI,17139.349609375,17061.91015625,17061.91015625,17138.19921875,111500000,17138.19921875,Dow Jones Industrial Average
3,2014-07-17,^DJI,17151.560546875,16966.189453125,17133.44921875,16976.810546875,99240000,16976.810546875,Dow Jones Industrial Average
4,2014-07-18,^DJI,17113.509765625,16977.51953125,16978.16015625,17100.1796875,112530000,17100.1796875,Dow Jones Industrial Average
5,2014-07-21,^DJI,17095.109375,16974.33984375,17095.109375,17051.73046875,67590000,17051.73046875,Dow Jones Industrial Average
6,2014-07-22,^DJI,17133.4296875,17040.130859375,17054.970703125,17113.5390625,77960000,17113.5390625,Dow Jones Industrial Average
7,2014-07-23,^DJI,17121.05078125,17058.05078125,17117.009765625,17086.630859375,73440000,17086.630859375,Dow Jones Industrial Average
8,2014-07-24,^DJI,17119.830078125,17061.0703125,17092.01953125,17083.80078125,66390000,17083.80078125,Dow Jones Industrial Average
9,2014-07-25,^DJI,17082.330078125,16915.650390625,17079.5,16960.5703125,67290000,16960.5703125,Dow Jones Industrial Average
10,2014-07-28,^DJI,17001.380859375,16877.720703125,16956.91015625,16982.58984375,66190000,16982.58984375,Dow Jones Industrial Average
11,2014-07-29,^DJI,17056.4609375,16912.109375,16984.330078125,16912.109375,75980000,16912.109375,Dow Jones Industrial Average
12,2014-07-30,^DJI,16983.939453125,16817.16015625,16920.109375,16880.359375,77750000,16880.359375,Dow Jones Industrial Average
13,2014-07-31,^DJI,16869.630859375,16563.30078125,16869.630859375,16563.30078125,101670000,16563.30078125,Dow Jones Industrial Average
14,2014-08-01,^DJI,16584.75,16437.0703125,16561.69921875,16493.369140625,84860000,16493.369140625,Dow Jones Industrial Average
15,2014-08-04,^DJI,16596.220703125,16447.19921875,16493.720703125,16569.279296875,76260000,16569.279296875,Dow Jones Industrial Average
16,2014-08-05,^DJI,16559.970703125,16369.5498046875,16559.970703125,16429.470703125,76630000,16429.470703125,Dow Jones Industrial Average
17,2014-08-06,^DJI,16490.69921875,16372.3203125,16425.099609375,16443.33984375,78600000,16443.33984375,Dow Jones Industrial Average
18,2014-08-07,^DJI,16504.349609375,16333.7802734375,16448.2890625,16368.26953125,80430000,16368.26953125,Dow Jones Industrial Average
19,2014-08-08,^DJI,16556.58984375,16364.2197265625,16369.6796875,16553.9296875,82420000,16553.9296875,Dow Jones Industrial Average
20,2014-08-11,^DJI,16627.990234375,16557.26953125,16557.26953125,16569.98046875,65560000,16569.98046875,Dow Jones Industrial Average
21,2014-08-12,^DJI,16589.310546875,16518.060546875,16565.55078125,16560.5390625,62770000,16560.5390625,Dow Jones Industrial Average
22,2014-08-13,^DJI,16670.2890625,16567.5390625,16567.5390625,16651.80078125,66020000,16651.80078125,Dow Jones Industrial Average
23,2014-08-14,^DJI,16714.220703125,16651.669921875,16657.3203125,16713.580078125,62370000,16713.580078125,Dow Jones Industrial Average
24,2014-08-15,^DJI,16775.26953125,16575.419921875,16717.009765625,16662.91015625,109180000,16662.91015625,Dow Jones Industrial Average
25,2014-08-18,^DJI,16840.279296875,16664.44921875,16664.44921875,16838.740234375,75670000,16838.740234375,Dow Jones Industrial Average
26,2014-08-19,^DJI,16929.130859375,16839.060546875,16839.060546875,16919.58984375,67220000,16919.58984375,Dow Jones Industrial Average
27,2014-08-20,^DJI,16994.890625,16896.55078125,16910.029296875,16979.130859375,61960000,16979.130859375,Dow Jones Industrial Average
28,2014-08-21,^DJI,17074.58984375,16983.880859375,16983.880859375,17039.490234375,65160000,17039.490234375,Dow Jones Industrial Average
29,2014-08-22,^DJI,17064.279296875,16984.51953125,17038.26953125,17001.220703125,64330000,17001.220703125,Dow Jones Industrial Average
30,2014-08-25,^DJI,17124.740234375,17011.810546875,17011.810546875,17076.869140625,57400000,17076.869140625,Dow Jones Industrial Average
31,2014-08-26,^DJI,17153.80078125,17079.5703125,17079.5703125,17106.69921875,50710000,17106.69921875,Dow Jones Industrial Average
32,2014-08-27,^DJI,17134.599609375,17090.609375,17111.029296875,17122.009765625,61690000,17122.009765625,Dow Jones Industrial Average
33,2014-08-28,^DJI,17119.060546875,17018.330078125,17119.060546875,17079.5703125,51860000,17079.5703125,Dow Jones Industrial Average
34,2014-08-29,^DJI,17110.419921875,17035.380859375,17083.419921875,17098.44921875,81500000,17098.44921875,Dow Jones Industrial Average
35,2014-09-02,^DJI,17113.509765625,17009.0703125,17097.419921875,17067.560546875,64820000,17067.560546875,Dow Jones Industrial Average
36,2014-09-03,^DJI,17151.890625,17060.2109375,17067.240234375,17078.279296875,62770000,17078.279296875,Dow Jones Industrial Average
37,2014-09-04,^DJI,17161.55078125,17030.119140625,17083.609375,17069.580078125,68120000,17069.580078125,Dow Jones Industrial Average
38,2014-09-05,^DJI,17137.359375,17009.619140625,17065.890625,17137.359375,76630000,17137.359375,Dow Jones Industrial Average
