,Date,Symbols,High,Low,Open,Close,Volume,Adj Close
0,2014-07-14,AAPL,96.88999938964844,95.6500015258789,95.86000061035156,96.44999694824219,42810000.0,88.39878845214844
1,2014-07-14,AMZN,355.7699890136719,345.3599853515625,347.0299987792969,355.32000732421875,5609900.0,355.32000732421875
2,2014-07-14,MSFT,42.45000076293945,42.040000915527344,42.220001220703125,42.13999938964844,21881100.0,37.613037109375
3,2014-07-14,fb,68.16999816894531,66.9000015258789,67.12999725341797,67.9000015258789,38537000.0,67.9000015258789
4,2014-07-14,googl,594.8599853515625,586.6900024414062,590.5999755859375,594.260009765625,1951600.0,594.260009765625
5,2014-07-14,ibm,190.44000244140625,188.52999877929688,188.5500030517578,189.86000061035156,4501100.0,154.64454650878906
6,2014-07-14,nflx,65.06857299804688,62.71428680419922,63.32857131958008,64.65428924560547,17433500.0,64.65428924560547
7,2014-07-14,nvda,19.34000015258789,19.059999465942383,19.1299991607666,19.290000915527344,6815900.0,18.4688777923584
8,2014-07-14,tsla,228.7899932861328,215.4499969482422,219.99000549316406,226.6999969482422,7203200.0,226.6999969482422
9,2014-07-14,uber,,,,,,
10,2014-07-15,AAPL,96.8499984741211,95.02999877929688,96.80000305175781,95.31999969482422,45477900.0,87.36311340332031
11,2014-07-15,AMZN,355.5899963378906,349.3999938964844,353.7200012207031,354.44000244140625,4170900.0,354.44000244140625
12,2014-07-15,MSFT,42.470001220703125,42.029998779296875,42.33000183105469,42.45000076293945,28748700.0,37.889739990234375
13,2014-07-15,fb,68.08999633789062,66.26000213623047,67.95999908447266,67.16999816894531,44213200.0,67.16999816894531
14,2014-07-15,googl,595.2999877929688,585.3099975585938,595.1500244140625,593.0599975585938,1673800.0,593.0599975585938
15,2014-07-15,ibm,190.0800018310547,188.2100067138672,189.5399932861328,188.49000549316406,4864700.0,153.5286865234375
16,2014-07-15,nflx,64.48143005371094,63.181427001953125,64.38428497314453,64.15571594238281,13505800.0,64.15571594238281
17,2014-07-15,nvda,19.420000076293945,19.190000534057617,19.31999969482422,19.3700008392334,9886000.0,18.545475006103516
18,2014-07-15,tsla,227.64999389648438,218.10000610351562,226.72999572753906,219.5800018310547,5718500.0,219.5800018310547
19,2014-07-15,uber,,,,,,
20,2014-07-16,AAPL,97.0999984741211,94.73999786376953,96.97000122070312,94.77999877929688,53396300.0,86.8681869506836
21,2014-07-16,AMZN,359.32000732421875,353.0,355.6199951171875,355.8999938964844,3503600.0,355.8999938964844
22,2014-07-16,MSFT,44.310001373291016,42.47999954223633,42.5099983215332,44.08000183105469,63318000.0,39.34463882446289
23,2014-07-16,fb,67.94000244140625,67.06999969482422,67.54000091552734,67.66000366210938,29541600.0,67.66000366210938
24,2014-07-16,googl,597.0,590.25,596.8900146484375,590.6199951171875,1440800.0,590.6199951171875
25,2014-07-16,ibm,193.36000061035156,190.75999450683594,192.24000549316406,192.36000061035156,7812600.0,156.6808319091797
26,2014-07-16,nflx,65.0999984741211,63.342857360839844,64.86714172363281,63.49142837524414,13438600.0,63.49142837524414
27,2014-07-16,nvda,19.600000381469727,19.239999771118164,19.450000762939453,19.350000381469727,7993200.0,18.526329040527344
28,2014-07-16,tsla,224.8000030517578,216.82000732421875,221.82000732421875,217.16000366210938,4044500.0,217.16000366210938
29,2014-07-16,uber,,,,,,
30,2014-07-17,AAPL,95.27999877929688,92.56999969482422,95.02999877929688,93.08999633789062,57298000.0,85.31926727294922
31,2014-07-17,AMZN,356.9599914550781,351.3800048828125,353.44000244140625,352.45001220703125,3636000.0,352.45001220703125
32,2014-07-17,MSFT,45.709999084472656,44.25,45.45000076293945,44.529998779296875,82180300.0,39.74628829956055
33,2014-07-17,fb,67.8499984741211,66.04000091552734,67.02999877929688,66.41000366210938,38188000.0,66.41000366210938
34,2014-07-17,googl,589.5,576.8499755859375,588.969970703125,580.8200073242188,2935300.0,580.8200073242188
35,2014-07-17,ibm,195.9499969482422,192.0,192.36000061035156,192.49000549316406,8872300.0,156.78680419921875
36,2014-07-17,nflx,64.12142944335938,62.612857818603516,63.325714111328125,62.76571273803711,13266400.0,62.76571273803711
37,2014-07-17,nvda,19.5,19.1299991607666,19.1299991607666,19.299999237060547,8120800.0,18.47845458984375
38,2014-07-17,tsla,220.5500030517578,213.60000610351562,216.16000366210938,215.39999389648438,4649400.0,215.39999389648438
39,2014-07-17,uber,,,,,,
40,2014-07-18,AAPL,94.73999786376953,93.0199966430664,93.62000274658203,94.43000030517578,49988000.0,86.54740142822266
41,2014-07-18,AMZN,359.67999267578125,352.0799865722656,354.3999938964844,358.6600036621094,3407400.0,358.6600036621094
42,2014-07-18,MSFT,44.84000015258789,44.25,44.650001525878906,44.689998626708984,43407500.0,39.88909912109375
43,2014-07-18,fb,68.45999908447266,66.16000366210938,66.80000305175781,68.41999816894531,42456000.0,68.41999816894531
44,2014-07-18,googl,606.7000122070312,590.9199829101562,603.010009765625,605.1099853515625,4871600.0,605.1099853515625
45,2014-07-18,ibm,193.44000244140625,190.0,191.9600067138672,192.5,8166400.0,156.794921875
46,2014-07-18,nflx,63.47142791748047,62.25,62.97285842895508,63.452857971191406,11760700.0,63.452857971191406
47,2014-07-18,nvda,19.049999237060547,18.40999984741211,18.899999618530273,18.440000534057617,14195400.0,17.655061721801758
48,2014-07-18,tsla,221.2100067138672,215.92999267578125,215.9499969482422,220.02000427246094,4253700.0,220.02000427246094
49,2014-07-18,uber,,,,,,
50,2014-07-21,AAPL,95.0,93.72000122070312,94.98999786376953,93.94000244140625,39079000.0,86.09830474853516
51,2014-07-21,AMZN,361.7099914550781,356.7200012207031,358.1000061035156,359.760009765625,2278400.0,359.760009765625
52,2014-07-21,MSFT,45.15999984741211,44.220001220703125,44.560001373291016,44.84000015258789,37604400.0,40.02298355102539
53,2014-07-21,fb,69.95999908447266,68.5,68.80999755859375,69.4000015258789,49539000.0,69.4000015258789
54,2014-07-21,googl,604.1599731445312,594.4500122070312,601.3499755859375,598.4400024414062,2237900.0,598.4400024414062
55,2014-07-21,ibm,191.6999969482422,189.25,191.3000030517578,190.85000610351562,4154400.0,155.45094299316406
56,2014-07-21,nflx,65.35713958740234,63.94571304321289,64.52714538574219,64.56428527832031,34671000.0,64.56428527832031
57,2014-07-21,nvda,18.68000030517578,18.3700008392334,18.3700008392334,18.549999237060547,6084100.0,17.760377883911133
58,2014-07-21,tsla,223.2100067138672,216.72000122070312,217.25,220.5399932861328,3822200.0,220.5399932861328
59,2014-07-21,uber,,,,,,
