,Date,Symbols,High,Low,Open,Close,Volume,Adj_Close,Company_name
0,2014-07-14,^GSPC,1979.8499755859375,1969.8599853515625,1969.8599853515625,1977.0999755859375,2744920000,1977.0999755859375,S&P 500
1,2014-07-15,^GSPC,1982.52001953125,1965.3399658203125,1977.3599853515625,1973.280029296875,3328740000,1973.280029296875,S&P 500
2,2014-07-16,^GSPC,1983.93994140625,1975.6700439453125,1976.3499755859375,1981.5699462890625,3390950000,1981.5699462890625,S&P 500
3,2014-07-17,^GSPC,1981.800048828125,1955.5899658203125,1979.75,1958.1199951171875,3381680000,1958.1199951171875,S&P 500
4,2014-07-18,^GSPC,1979.9100341796875,1960.8199462890625,1961.5400390625,1978.219970703125,3106060000,1978.219970703125,S&P 500
5,2014-07-21,^GSPC,1976.9300537109375,1965.77001953125,1976.9300537109375,1973.6300048828125,2611160000,1973.6300048828125,S&P 500
6,2014-07-22,^GSPC,1986.239990234375,1975.6500244140625,1975.6500244140625,1983.530029296875,2890480000,1983.530029296875,S&P 500
7,2014-07-23,^GSPC,1989.22998046875,1982.43994140625,1985.3199462890625,1987.010009765625,2869720000,1987.010009765625,S&P 500
8,2014-07-24,^GSPC,1991.3900146484375,1985.7900390625,1988.0699462890625,1987.97998046875,3203530000,1987.97998046875,S&P 500
9,2014-07-25,^GSPC,1984.5999755859375,1974.3699951171875,1984.5999755859375,1978.3399658203125,2638960000,1978.3399658203125,S&P 500
10,2014-07-28,^GSPC,1981.52001953125,1967.31005859375,1978.25,1978.9100341796875,2803320000,1978.9100341796875,S&P 500
11,2014-07-29,^GSPC,1984.8499755859375,1969.949951171875,1980.030029296875,1969.949951171875,3183300000,1969.949951171875,S&P 500
12,2014-07-30,^GSPC,1978.9000244140625,1962.4200439453125,1973.2099609375,1970.0699462890625,3448250000,1970.0699462890625,S&P 500
13,2014-07-31,^GSPC,1965.1400146484375,1930.6700439453125,1965.1400146484375,1930.6700439453125,4193000000,1930.6700439453125,S&P 500
14,2014-08-01,^GSPC,1937.3499755859375,1916.3699951171875,1929.800048828125,1925.1500244140625,3789660000,1925.1500244140625,S&P 500
15,2014-08-04,^GSPC,1942.9200439453125,1921.199951171875,1926.6199951171875,1938.989990234375,3072920000,1938.989990234375,S&P 500
16,2014-08-05,^GSPC,1936.3399658203125,1913.77001953125,1936.3399658203125,1920.2099609375,3462520000,1920.2099609375,S&P 500
17,2014-08-06,^GSPC,1927.9100341796875,1911.449951171875,1917.2900390625,1920.239990234375,3539150000,1920.239990234375,S&P 500
18,2014-08-07,^GSPC,1928.8900146484375,1904.780029296875,1923.030029296875,1909.5699462890625,3230520000,1909.5699462890625,S&P 500
19,2014-08-08,^GSPC,1932.3800048828125,1909.010009765625,1910.3499755859375,1931.5899658203125,2902280000,1931.5899658203125,S&P 500
20,2014-08-11,^GSPC,1944.9000244140625,1933.4300537109375,1933.4300537109375,1936.9200439453125,2784890000,1936.9200439453125,S&P 500
21,2014-08-12,^GSPC,1939.6500244140625,1928.2900390625,1935.72998046875,1933.75,2611700000,1933.75,S&P 500
22,2014-08-13,^GSPC,1948.4100341796875,1935.5999755859375,1935.5999755859375,1946.719970703125,2718020000,1946.719970703125,S&P 500
23,2014-08-14,^GSPC,1955.22998046875,1947.4100341796875,1947.4100341796875,1955.1800537109375,2609460000,1955.1800537109375,S&P 500
24,2014-08-15,^GSPC,1964.0400390625,1941.5,1958.8699951171875,1955.06005859375,3023380000,1955.06005859375,S&P 500
25,2014-08-18,^GSPC,1971.989990234375,1958.3599853515625,1958.3599853515625,1971.739990234375,2638160000,1971.739990234375,S&P 500
26,2014-08-19,^GSPC,1982.5699462890625,1972.72998046875,1972.72998046875,1981.5999755859375,2656430000,1981.5999755859375,S&P 500
27,2014-08-20,^GSPC,1988.5699462890625,1977.6800537109375,1980.4599609375,1986.510009765625,2579560000,1986.510009765625,S&P 500
28,2014-08-21,^GSPC,1994.760009765625,1986.8199462890625,1986.8199462890625,1992.3699951171875,2638920000,1992.3699951171875,S&P 500
29,2014-08-22,^GSPC,1993.5400390625,1984.760009765625,1992.5999755859375,1988.4000244140625,2301860000,1988.4000244140625,S&P 500
30,2014-08-25,^GSPC,2001.949951171875,1991.739990234375,1991.739990234375,1997.9200439453125,2233880000,1997.9200439453125,S&P 500
31,2014-08-26,^GSPC,2005.0400390625,1998.5899658203125,1998.5899658203125,2000.02001953125,2451950000,2000.02001953125,S&P 500
32,2014-08-27,^GSPC,2002.1400146484375,1996.199951171875,2000.5400390625,2000.1199951171875,2344350000,2000.1199951171875,S&P 500
33,2014-08-28,^GSPC,1998.550048828125,1990.52001953125,1997.4200439453125,1996.739990234375,2282400000,1996.739990234375,S&P 500
34,2014-08-29,^GSPC,2003.3800048828125,1994.6500244140625,1998.449951171875,2003.3699951171875,2259130000,2003.3699951171875,S&P 500
35,2014-09-02,^GSPC,2006.1199951171875,1994.8499755859375,2004.0699462890625,2002.280029296875,2819980000,2002.280029296875,S&P 500
36,2014-09-03,^GSPC,2009.280029296875,1998.1400146484375,2003.5699462890625,2000.719970703125,2809980000,2000.719970703125,S&P 500
37,2014-09-04,^GSPC,2011.1700439453125,1992.5400390625,2001.6700439453125,1997.6500244140625,3072410000,1997.6500244140625,S&P 500
38,2014-09-05,^GSPC,2007.7099609375,1990.0999755859375,1998.0,2007.7099609375,2818300000,2007.7099609375,S&P 500
39,2014-09-08,^GSPC,2007.1700439453125,1995.5999755859375,2007.1700439453125,2001.5400390625,2789090000,2001.5400390625,S&P 500
40,2014-09-09,^GSPC,2001.010009765625,1984.6099853515625,2000.72998046875,1988.43994140625,2882830000,1988.43994140625,S&P 500
41,2014-09-10,^GSPC,1996.6600341796875,1982.989990234375,1988.4100341796875,1995.68994140625,2912430000,1995.68994140625,S&P 500
42,2014-09-11,^GSPC,1997.6500244140625,1985.9300537109375,1992.8499755859375,1997.449951171875,2941690000,1997.449951171875,S&P 500
43,2014-09-12,^GSPC,1996.739990234375,1980.260009765625,1996.739990234375,1985.5400390625,3206570000,1985.5400390625,S&P 500
44,2014-09-15,^GSPC,1987.1800537109375,1978.47998046875,1986.0400390625,1984.1300048828125,2776530000,1984.1300048828125,S&P 500
45,2014-09-16,^GSPC,2002.280029296875,1979.06005859375,1981.9300537109375,1998.97998046875,3160310000,1998.97998046875,S&P 500
46,2014-09-17,^GSPC,2010.739990234375,1993.2900390625,1999.300048828125,2001.5699462890625,3209420000,2001.5699462890625,S&P 500
47,2014-09-18,^GSPC,2012.3399658203125,2003.0699462890625,2003.0699462890625,2011.3599853515625,3235340000,2011.3599853515625,S&P 500
48,2014-09-19,^GSPC,2019.260009765625,2006.5899658203125,2012.739990234375,2010.4000244140625,4880220000,2010.4000244140625,S&P 500
49,2014-09-22,^GSPC,2009.0799560546875,1991.010009765625,2009.0799560546875,1994.2900390625,3349670000,1994.2900390625,S&P 500
50,2014-09-23,^GSPC,1995.4100341796875,1982.77001953125,1992.780029296875,1982.77001953125,3279350000,1982.77001953125,S&P 500
51,2014-09-24,^GSPC,1999.7900390625,1978.6300048828125,1983.3399658203125,1998.300048828125,3313850000,1998.300048828125,S&P 500
52,2014-09-25,^GSPC,1997.3199462890625,1965.989990234375,1997.3199462890625,1965.989990234375,3273050000,1965.989990234375,S&P 500
53,2014-09-26,^GSPC,1986.3699951171875,1966.219970703125,1966.219970703125,1982.8499755859375,2929440000,1982.8499755859375,S&P 500
54,2014-09-29,^GSPC,1981.280029296875,1964.0400390625,1978.9599609375,1977.800048828125,3094440000,1977.800048828125,S&P 500
55,2014-09-30,^GSPC,1985.1700439453125,1968.9599609375,1978.2099609375,1972.2900390625,3951100000,1972.2900390625,S&P 500
56,2014-10-01,^GSPC,1971.43994140625,1941.719970703125,1971.43994140625,1946.1600341796875,4188590000,1946.1600341796875,S&P 500
57,2014-10-02,^GSPC,1952.3199462890625,1926.030029296875,1945.8299560546875,1946.1700439453125,4012510000,1946.1700439453125,S&P 500
58,2014-10-03,^GSPC,1971.18994140625,1948.1199951171875,1948.1199951171875,1967.9000244140625,3560970000,1967.9000244140625,S&P 500
59,2014-10-06,^GSPC,1977.8399658203125,1958.4300537109375,1970.010009765625,1964.8199462890625,3358220000,1964.8199462890625,S&P 500
60,2014-10-07,^GSPC,1962.3599853515625,1934.8699951171875,1962.3599853515625,1935.0999755859375,3687870000,1935.0999755859375,S&P 500
61,2014-10-08,^GSPC,1970.3599853515625,1925.25,1935.550048828125,1968.8900146484375,4441890000,1968.8900146484375,S&P 500
